timestamp,value
1732924800,11.174030967999185
1732928400,10.400745176752384
1732932000,9.919622506704085
1732935600,10.20881899224796
1732939200,11.139585400238984
1732942800,11.637077422882573
1732946400,13.337718743431086
1732950000,13.6336890935067
1732953600,15.152821054389806
1732957200,16.009836171199247
1732960800,16.375815731981778
1732964400,16.198198290659295
1732968000,14.669730757377248
1732971600,14.175719846631624
1732975200,13.231572776359219
1732978800,12.072445232093902
1732982400,11.199991191470383
1732986000,9.541096725143452
1732989600,9.98423803109448
1732993200,10.393488464606815
1732996800,10.942119432935248
1733000400,11.63434202301376
1733004000,13.045723962657666
1733007600,14.094538981228812
1733011200,10.60941572803504
1733014800,10.30206634143055
1733018400,10.130410864058744
1733022000,10.248560579353974
1733025600,11.026628039539007
1733029200,11.975616417350144
1733032800,12.78012688321909
1733036400,14.292911574960781
1733040000,15.092920016836016
1733043600,15.940186965329794
1733047200,16.169533037110842
1733050800,15.828677775139335
1733054400,15.156861039353885
1733058000,13.751041574523926
1733061600,12.97384368317772
1733065200,11.925945431744708
1733068800,10.933071605745742
1733072400,10.23929224226353
1733076000,9.771513856691799
1733079600,10.114809699221777
1733083200,10.748978096254747
1733086800,11.667706704443694
1733090400,13.155785799423619
1733094000,14.550204611782629
1733097600,10.248023849171208
1733101200,9.916199578159995
1733104800,9.802266901389716
1733108400,10.505951568118887
1733112000,10.355673605604876
1733115600,11.441858362777623
1733119200,13.03021600427322
1733122800,14.520302546726471
1733126400,14.797326118306026
1733130000,15.96062553635364
1733133600,16.51123181709491
1733137200,15.893556444511315
1733140800,15.346677803457503
1733144400,14.499969297617591
1733148000,13.351826657914797
1733151600,11.647100558494879
1733155200,10.448021199946032
1733158800,9.639901924361588
1733162400,10.003874631732776
1733166000,10.31206966774353
1733169600,10.735286658351042
1733173200,11.758353078190616
1733176800,13.010495293333111
1733180400,14.261515132030853
1733184000,10.849327418295678
1733187600,9.817773620570541
1733191200,10.302449218078142
1733194800,10.094909150257143
1733198400,10.813791393809272
1733202000,11.565181546242307
1733205600,12.724389541615219
1733209200,13.80463044555765
1733212800,14.950838753525016
1733216400,15.553010473993446
1733220000,16.03966606696887
1733223600,15.361809605806146
1733227200,14.986531978347635
1733230800,13.660725251456634
1733234400,12.727181493608148
1733238000,11.62140724090916
1733241600,10.98659582118861
1733245200,9.849716306771295
1733248800,9.818212839292638
1733252400,10.27747489253648
1733256000,10.52457584121894
1733259600,11.419603536399514
1733263200,12.69713876391999
1733266800,13.94282091240759
1733270400,10.621461166224071
1733274000,9.885190954410202
1733277600,10.009964589606074
1733281200,10.226902814136425
1733284800,10.841226904527712
1733288400,11.221395768149101
1733292000,12.426245287061633
1733295600,13.26135091844372
1733299200,15.259232720281727
1733302800,15.752923711776244
1733306400,16.013833822789362
1733310000,15.382788111232331
1733313600,14.90843584903636
1733317200,13.596136110753267
1733320800,12.618762968520063
1733324400,11.895975160363335
1733328000,10.716580036653562
1733331600,10.300045614148088
1733335200,9.601797584390374
1733338800,10.262279058651895
1733342400,10.70874657620151
1733346000,11.326181650196924
1733349600,12.61727997412317
1733353200,13.466111087029365
1733356800,10.233714913174053
1733360400,9.698890365164951
1733364000,9.83721113226763
1733367600,9.873897129878367
1733371200,10.530617290854781
1733374800,11.96180996654615
1733378400,12.806506614798224
1733382000,13.959941748445603
1733385600,14.649459049056901
1733389200,15.570671824771173
1733392800,16.162749998884557
1733396400,15.545432684797804
1733400000,14.903670967024143
1733403600,14.006861136215893
1733407200,12.805902621026894
1733410800,11.295008568842325
1733414400,10.755931474236656
1733418000,9.65959341518639
1733421600,9.515925845719917
1733425200,10.24844075527775
1733428800,10.58064553900387
1733432400,11.324189396695658
1733436000,12.70355813654252
1733439600,13.957213082512636
1733443200,10.342586851783121
1733446800,10.1280034370076
1733450400,10.204856532420386
1733454000,9.47302318408388
1733457600,10.561841354294693
1733461200,11.106820270230811
1733464800,12.651007119302104
1733468400,13.454942851668312
1733472000,14.818783546866456
1733475600,15.80184545936765
1733479200,16.118796037266016
1733482800,15.364544380360355
1733486400,15.052066867693096
1733490000,14.353270311692985
1733493600,12.740099611072333
1733497200,11.30332492853491
1733500800,10.584492401453536
1733504400,10.260421300006335
1733508000,9.879647789510644
1733511600,9.825936302293576
1733515200,10.115333564141022
1733518800,11.201019668436414
1733522400,13.08922032678391
1733526000,13.737938288963614
1733529600,10.734707481924335
1733533200,9.92583162762082
1733536800,9.432796333899736
1733540400,9.737222191530252
1733544000,10.294228521774796
1733547600,11.72305173591411
1733551200,12.422437587863136
1733554800,14.250646027151495
1733558400,14.816732069879333
1733562000,15.06411730596375
1733565600,15.895418350134882
1733569200,15.10572939838387
1733572800,14.236460650277815
1733576400,13.984551339565767
1733580000,12.628848302928706
1733583600,11.493232951550647
1733587200,10.009600957261352
1733590800,9.850523096135094
1733594400,9.846770890984013
1733598000,9.850754831353257
1733601600,10.22805064158673
1733605200,11.184505533933399
1733608800,12.61923041553236
1733612400,14.117954147203637
1733616000,10.226613520811709
1733619600,10.00791012766077
1733623200,9.560525811249061
1733626800,9.488235816027581
1733630400,10.603416663304817
1733634000,11.494483449242242
1733637600,12.670221894027593
1733641200,14.029254984114756
1733644800,14.525712823266144
1733648400,15.062932708282517
1733652000,14.945922701889987
1733655600,15.162178944152183
1733659200,14.823932248357586
1733662800,14.14957281932601
1733666400,12.115091171451436
1733670000,11.302484828321205
1733673600,10.151119416428275
1733677200,9.615576478352125
1733680800,9.547720769306556
1733684400,9.921888436298481
1733688000,10.244901531487603
1733691600,11.022774890223534
1733695200,12.417673402466837
1733698800,13.381935747952102
1733702400,9.96558961573771
1733706000,9.441391691820067
1733709600,8.982284342776328
1733713200,9.793843840437024
1733716800,10.121943079686902
1733720400,11.38153461949888
1733724000,12.498458865254317
1733727600,13.328778418797265
1733731200,14.906414044937408
1733734800,15.249086351295958
1733738400,15.398532429588167
1733742000,15.610862956841776
1733745600,14.094435508383775
1733749200,13.646461697896102
1733752800,12.534625802005529
1733756400,11.32256578493228
1733760000,9.696128614314906
1733763600,9.24834515045167
1733767200,9.342856440983725
1733770800,9.505898545385861
1733774400,10.366709803767629
1733778000,10.960453869062206
1733781600,12.445491483503364
1733785200,13.062080944806992
1733788800,10.166503067902298
1733792400,9.230603175393602
1733796000,9.463000289046706
1733799600,9.237313595661035
1733803200,10.226365703660191
1733806800,11.082139231201284
1733810400,12.115221060601048
1733814000,13.576175440979515
1733817600,14.559270111305556
1733821200,15.31385291256393
1733824800,15.242967868322909
1733828400,14.926917649516076
1733832000,14.419478430749878
1733835600,13.151292031601193
1733839200,12.217367846675936
1733842800,10.999347895469645
1733846400,10.226106815176598
1733850000,9.770548863965761
1733853600,9.868028802651862
1733857200,9.905530315677586
1733860800,10.098313175730546
1733864400,10.913847317748797
1733868000,12.34478077082538
1733871600,13.529810431598714
1733875200,10.237330027914131
1733878800,9.178075543793371
1733882400,9.10876213220683
1733886000,9.483522732783886
1733889600,10.49055597640009
1733893200,11.502041381914301
1733896800,12.088631898217605
1733900400,13.106892780296633
1733904000,14.68061822873106
1733907600,15.133146155378256
1733911200,15.312325246679839
1733914800,15.322965314824868
1733918400,14.617146951936022
1733922000,13.627375288202424
1733925600,12.157803509765506
1733929200,11.083304040821742
1733932800,9.928624514484497
1733936400,9.619509420045995
1733940000,9.322030566134474
1733943600,9.554000973145843
1733947200,10.576049452406744
1733950800,11.05765567958306
1733954400,12.039256628241663
1733958000,13.468589895538207
1733961600,10.210614479273193
1733965200,9.591015254873108
1733968800,8.767804119045111
1733972400,9.034026249355778
1733976000,9.895171993838549
1733979600,10.896525559332968
1733983200,12.208658756424288
1733986800,13.253979339826431
1733990400,14.457837625197064
1733994000,14.784494209751776
1733997600,15.14057385572659
1734001200,15.015252555100146
1734004800,14.31232051833428
1734008400,12.974724814801403
1734012000,12.459042579259199
1734015600,11.0253097935193
1734019200,10.00917701145946
1734022800,8.964971920249543
1734026400,9.225358175475792
1734030000,9.763476334219689
1734033600,10.399684159544986
1734037200,11.140913751887783
1734040800,11.95929519307339
1734044400,13.520760351732257
1734048000,10.18853352955049
